"numero_aula";"codigo_aula";"modulo";"nome_modulo";"status_aula";"tipo_aula";"titulo_aula";"arquivo_md";"conteudo_principal";"fonte_decisao";"regra_continuidade"
"534";"M17.29";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Volumes Kubernetes";"534_M17_29_VOLUMES_KUBERNETES_OFICIAL.md";"Aula planejada: Volumes Kubernetes. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"535";"M17.30";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Helm conceitual";"535_M17_30_HELM_CONCEITUAL_OFICIAL.md";"Aula planejada: Helm conceitual. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"536";"M17.31";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Namespace RBAC conceitual";"536_M17_31_NAMESPACE_RBAC_CONCEITUAL_OFICIAL.md";"Aula planejada: Namespace RBAC conceitual. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"537";"M17.32";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Cloud conceitos para backend";"537_M17_32_CLOUD_CONCEITOS_PARA_BACKEND_OFICIAL.md";"Aula planejada: Cloud conceitos para backend. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"538";"M17.33";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"AWS visao backend";"538_M17_33_AWS_VISAO_BACKEND_OFICIAL.md";"Aula planejada: AWS visao backend. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"539";"M17.34";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"RDS PostgreSQL";"539_M17_34_RDS_POSTGRESQL_OFICIAL.md";"Aula planejada: RDS PostgreSQL. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"540";"M17.35";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"SQS SNS";"540_M17_35_SQS_SNS_OFICIAL.md";"Aula planejada: SQS SNS. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"541";"M17.36";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Redis gerenciado conceitual";"541_M17_36_REDIS_GERENCIADO_CONCEITUAL_OFICIAL.md";"Aula planejada: Redis gerenciado conceitual. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"542";"M17.37";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Object Storage S3 conceitual";"542_M17_37_OBJECT_STORAGE_S3_CONCEITUAL_OFICIAL.md";"Aula planejada: Object Storage S3 conceitual. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"543";"M17.38";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Custos cloud";"543_M17_38_CUSTOS_CLOUD_OFICIAL.md";"Aula planejada: Custos cloud. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"544";"M17.39";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Observacoes de seguranca cloud";"544_M17_39_OBSERVACOES_DE_SEGURANCA_CLOUD_OFICIAL.md";"Aula planejada: Observacoes de seguranca cloud. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"545";"M17.40";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Deploy em ambiente simples";"545_M17_40_DEPLOY_EM_AMBIENTE_SIMPLES_OFICIAL.md";"Aula planejada: Deploy em ambiente simples. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"546";"M17.41";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Projeto pratico guiado";"Projeto API pronta para deploy parte 1";"546_M17_41_PROJETO_API_PRONTA_PARA_DEPLOY_PARTE_1_OFICIAL.md";"Aula planejada: Projeto API pronta para deploy parte 1. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"547";"M17.42";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Projeto pratico guiado";"Projeto API pronta para deploy parte 2";"547_M17_42_PROJETO_API_PRONTA_PARA_DEPLOY_PARTE_2_OFICIAL.md";"Aula planejada: Projeto API pronta para deploy parte 2. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"548";"M17.43";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Projeto pratico guiado";"Projeto API pronta para deploy parte 3";"548_M17_43_PROJETO_API_PRONTA_PARA_DEPLOY_PARTE_3_OFICIAL.md";"Aula planejada: Projeto API pronta para deploy parte 3. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"549";"M17.44";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Revisao tecnica";"Revisao DevOps parte 1";"549_M17_44_REVISAO_DEVOPS_PARTE_1_OFICIAL.md";"Aula planejada: Revisao DevOps parte 1. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"550";"M17.45";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Revisao tecnica";"Revisao DevOps parte 2";"550_M17_45_REVISAO_DEVOPS_PARTE_2_OFICIAL.md";"Aula planejada: Revisao DevOps parte 2. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"551";"M17.46";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Avaliacao pratica";"Prova pratica DevOps";"551_M17_46_PROVA_PRATICA_DEVOPS_OFICIAL.md";"Aula planejada: Prova pratica DevOps. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"552";"M17.47";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Refatoracao final DevOps";"552_M17_47_REFATORACAO_FINAL_DEVOPS_OFICIAL.md";"Aula planejada: Refatoracao final DevOps. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"553";"M17.48";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Aula ensinavel";"Aula ensinavel DevOps";"553_M17_48_AULA_ENSINAVEL_DEVOPS_OFICIAL.md";"Aula planejada: Aula ensinavel DevOps. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"554";"M17.49";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Checklist operacional de deploy";"554_M17_49_CHECKLIST_OPERACIONAL_DE_DEPLOY_OFICIAL.md";"Aula planejada: Checklist operacional de deploy. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"555";"M17.50";"M17";"DevOps, CI/CD, Kubernetes e Cloud";"PLANEJADA_RECONSTRUIDA";"Fechamento de modulo";"Fechamento do Modulo 17";"555_M17_50_FECHAMENTO_DO_MODULO_17_OFICIAL.md";"Aula planejada: Fechamento do Modulo 17. Levar a aplicacao para pipeline, container, Kubernetes, cloud e estrategias de release com seguranca operacional.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"556";"M18.01";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Logs estruturados";"556_M18_01_LOGS_ESTRUTURADOS_OFICIAL.md";"Aula planejada: Logs estruturados. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"557";"M18.02";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Correlation ID trace ID";"557_M18_02_CORRELATION_ID_TRACE_ID_OFICIAL.md";"Aula planejada: Correlation ID trace ID. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"558";"M18.03";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Actuator";"558_M18_03_ACTUATOR_OFICIAL.md";"Aula planejada: Actuator. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"559";"M18.04";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Micrometer";"559_M18_04_MICROMETER_OFICIAL.md";"Aula planejada: Micrometer. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"560";"M18.05";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Golden signals";"560_M18_05_GOLDEN_SIGNALS_OFICIAL.md";"Aula planejada: Golden signals. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"561";"M18.06";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"SLI SLO SLA";"561_M18_06_SLI_SLO_SLA_OFICIAL.md";"Aula planejada: SLI SLO SLA. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"562";"M18.07";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Prometheus";"562_M18_07_PROMETHEUS_OFICIAL.md";"Aula planejada: Prometheus. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"563";"M18.08";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Grafana";"563_M18_08_GRAFANA_OFICIAL.md";"Aula planejada: Grafana. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"564";"M18.09";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"OpenTelemetry";"564_M18_09_OPENTELEMETRY_OFICIAL.md";"Aula planejada: OpenTelemetry. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"565";"M18.10";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Tracing distribuido";"565_M18_10_TRACING_DISTRIBUIDO_OFICIAL.md";"Aula planejada: Tracing distribuido. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"566";"M18.11";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Alertas";"566_M18_11_ALERTAS_OFICIAL.md";"Aula planejada: Alertas. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"567";"M18.12";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Runbooks";"567_M18_12_RUNBOOKS_OFICIAL.md";"Aula planejada: Runbooks. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"568";"M18.13";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Postmortem";"568_M18_13_POSTMORTEM_OFICIAL.md";"Aula planejada: Postmortem. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"569";"M18.14";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Troubleshooting por logs";"569_M18_14_TROUBLESHOOTING_POR_LOGS_OFICIAL.md";"Aula planejada: Troubleshooting por logs. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"570";"M18.15";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Thread dump";"570_M18_15_THREAD_DUMP_OFICIAL.md";"Aula planejada: Thread dump. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"571";"M18.16";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Heap dump";"571_M18_16_HEAP_DUMP_OFICIAL.md";"Aula planejada: Heap dump. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"572";"M18.17";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"GC logs";"572_M18_17_GC_LOGS_OFICIAL.md";"Aula planejada: GC logs. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"573";"M18.18";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"JVM tuning basico";"573_M18_18_JVM_TUNING_BASICO_OFICIAL.md";"Aula planejada: JVM tuning basico. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"574";"M18.19";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Profiling com JFR";"574_M18_19_PROFILING_COM_JFR_OFICIAL.md";"Aula planejada: Profiling com JFR. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"575";"M18.20";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"JMC analise de gargalos";"575_M18_20_JMC_ANALISE_DE_GARGALOS_OFICIAL.md";"Aula planejada: JMC analise de gargalos. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"576";"M18.21";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Capacity planning";"576_M18_21_CAPACITY_PLANNING_OFICIAL.md";"Aula planejada: Capacity planning. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"577";"M18.22";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Orcamento de performance";"577_M18_22_ORCAMENTO_DE_PERFORMANCE_OFICIAL.md";"Aula planejada: Orcamento de performance. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"578";"M18.23";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Leitura de saturacao";"578_M18_23_LEITURA_DE_SATURACAO_OFICIAL.md";"Aula planejada: Leitura de saturacao. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"579";"M18.24";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Performance de API";"579_M18_24_PERFORMANCE_DE_API_OFICIAL.md";"Aula planejada: Performance de API. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"580";"M18.25";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Performance de banco";"580_M18_25_PERFORMANCE_DE_BANCO_OFICIAL.md";"Aula planejada: Performance de banco. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"581";"M18.26";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"HikariCP tuning";"581_M18_26_HIKARICP_TUNING_OFICIAL.md";"Aula planejada: HikariCP tuning. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"582";"M18.27";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Cache local Caffeine";"582_M18_27_CACHE_LOCAL_CAFFEINE_OFICIAL.md";"Aula planejada: Cache local Caffeine. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"583";"M18.28";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Cache distribuido Redis";"583_M18_28_CACHE_DISTRIBUIDO_REDIS_OFICIAL.md";"Aula planejada: Cache distribuido Redis. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"584";"M18.29";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Cache invalidation";"584_M18_29_CACHE_INVALIDATION_OFICIAL.md";"Aula planejada: Cache invalidation. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"585";"M18.30";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Load testing K6 ou Gatling conceitual";"585_M18_30_LOAD_TESTING_K6_OU_GATLING_CONCEITUAL_OFICIAL.md";"Aula planejada: Load testing K6 ou Gatling conceitual. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
"586";"M18.31";"M18";"Observabilidade, performance, concorrencia e producao";"PLANEJADA_RECONSTRUIDA";"Aula pratica guiada";"Teste de stress carga pico";"586_M18_31_TESTE_DE_STRESS_CARGA_PICO_OFICIAL.md";"Aula planejada: Teste de stress carga pico. Operar e diagnosticar sistemas em producao com logs, metricas, tracing, performance, concorrencia e runbooks.";"GRADE_RECONSTRUIDA_ATUALIZADA_POS_474";"Gerar somente apos recuperar a aula 398 e validar a aula anterior imediata. Manter numeracao, modulo, laboratorio, escopo e ponte."
