"numero_aula";"arquivo_md";"h1";"titulo_extraido";"tamanho_bytes";"atualizado_em"
"370";"370_M14_15_VALIDACOES_CUSTOMIZADAS_OFICIAL.md";"# 370 - M14.15 - Validacoes customizadas";"Validacoes customizadas";"49109";"2026-07-10 21:29:39"
"371";"371_M14_16_SERVICE_LAYER_USE_CASES_E_TRANSACOES_OFICIAL.md";"# 371 - M14.16 - Service layer use cases e transacoes";"Service layer use cases e transacoes";"49691";"2026-07-10 21:39:01"
"372";"372_M14_17_REPOSITORY_LAYER_SPRING_DATA_OFICIAL.md";"# 372 - M14.17 - Repository layer Spring Data";"Repository layer Spring Data";"49244";"2026-07-10 21:59:06"
"373";"373_M14_18_EXCEPTION_HANDLER_GLOBAL_OFICIAL.md";"# 373 - M14.18 - Exception Handler global";"Exception Handler global";"45349";"2026-07-10 22:13:38"
"374";"374_M14_19_PROBLEM_DETAILS_E_PADRAO_DE_ERRO_OFICIAL.md";"# 374 - M14.19 - Problem Details e padrao de erro";"Problem Details e padrao de erro";"46753";"2026-07-10 22:26:21"
"375";"375_M14_20_CRUD_COMPLETO_PARTE_1_OFICIAL.md";"# 375 - M14.20 - CRUD completo parte 1";"CRUD completo parte 1";"42464";"2026-07-10 22:30:50"
"376";"376_M14_21_CRUD_COMPLETO_PARTE_2_OFICIAL.md";"# 376 - M14.21 - CRUD completo parte 2";"CRUD completo parte 2";"45745";"2026-07-10 22:58:07"
"377";"377_M14_22_PUT_VS_PATCH_OFICIAL.md";"# 377 - M14.22 - PUT vs PATCH";"PUT vs PATCH";"45469";"2026-07-10 23:05:18"
"378";"378_M14_23_PAGINACAO_E_ORDENACAO_EM_API_OFICIAL.md";"# 378 - M14.23 - Paginacao e ordenacao em API";"Paginacao e ordenacao em API";"43363";"2026-07-10 23:13:15"
"379";"379_M14_24_FILTROS_DINAMICOS_E_SPECIFICATIONS_OFICIAL.md";"# 379 - M14.24 - Filtros dinamicos e Specifications";"Filtros dinamicos e Specifications";"48690";"2026-07-10 23:26:53"
"380";"380_M14_25_OPENAPI_SWAGGER_OFICIAL.md";"# 380 - M14.25 - OpenAPI Swagger";"OpenAPI Swagger";"48187";"2026-07-10 23:32:35"
"381";"381_M14_26_OPENAPI_CONTRACT_FIRST_E_GOVERNANCA_DE_CONTRATO_OFICIAL.md";"# 381 - M14.26 - OpenAPI contract first e governanca de contrato";"OpenAPI contract first e governanca de contrato";"46322";"2026-07-10 23:42:47"
"382";"382_M14_27_VERSIONAMENTO_DE_APIS_COMPATIBILIDADE_E_DEPRECIACAO_OFICIAL.md";"# 382 - M14.27 - Versionamento de APIs compatibilidade e depreciacao";"Versionamento de APIs compatibilidade e depreciacao";"43399";"2026-07-10 23:58:30"
"383";"383_M14_28_PROFILES_POR_AMBIENTE_E_CONFIGURACAO_SEGURA_OFICIAL.md";"# 383 - M14.28 - Profiles por ambiente e configuracao segura";"Profiles por ambiente e configuracao segura";"44428";"2026-07-11 00:07:46"
"384";"384_M14_29_LOGGING_EM_APIS_OFICIAL.md";"# 384 - M14.29 - Logging em APIs";"Logging em APIs";"45605";"2026-07-11 00:43:15"
"385";"385_M14_30_FILTERS_E_INTERCEPTORS_OFICIAL.md";"# 385 - M14.30 - Filters e interceptors";"Filters e interceptors";"46686";"2026-07-11 00:50:52"
"386";"386_M14_31_EVENTOS_INTERNOS_SPRING_OFICIAL.md";"# 386 - M14.31 - Eventos internos Spring";"Eventos internos Spring";"48407";"2026-07-11 00:59:18"
"387";"387_M14_32_ASYNC_NO_SPRING_OFICIAL.md";"# 387 - M14.32 - Async no Spring";"Async no Spring";"46282";"2026-07-11 01:10:42"
"388";"388_M14_33_CACHE_COM_SPRING_REDIS_OFICIAL.md";"# 388 - M14.33 - Cache com Spring Redis";"Cache com Spring Redis";"42680";"2026-07-11 12:24:43"
"389";"389_M14_34_RATE_LIMITING_OFICIAL.md";"# 389 - M14.34 - Rate limiting";"Rate limiting";"46422";"2026-07-11 12:33:22"
"390";"390_M14_35_UPLOAD_DOWNLOAD_OFICIAL.md";"# 390 - M14.35 - Upload download";"Upload download";"46941";"2026-07-11 12:53:05"
"391";"391_M14_36_SCHEDULER_OFICIAL.md";"# 391 - M14.36 - Scheduler";"Scheduler";"46301";"2026-07-11 13:02:51"
"392";"392_M14_37_EMAIL_E_NOTIFICACAO_SIMPLES_OFICIAL.md";"# 392 - M14.37 - Email e notificação simples";"Email e notificação simples";"46738";"2026-07-11 13:12:26"
"393";"393_M14_38_TESTES_DE_CONTROLLER_COM_MOCKMVC_OFICIAL.md";"# 393 - M14.38 - Testes de controller com MockMvc";"Testes de controller com MockMvc";"41646";"2026-07-11 13:16:04"
"394";"394_M14_39_TESTES_DE_SERVICE_EM_SPRING_OFICIAL.md";"# 394 - M14.39 - Testes de service em Spring";"Testes de service em Spring";"42026";"2026-07-11 13:22:05"
"395";"395_M14_40_TESTES_DE_INTEGRACAO_SPRING_COM_TESTCONTAINERS_OFICIAL.md";"# 395 - M14.40 - Testes de integração Spring com Testcontainers";"Testes de integração Spring com Testcontainers";"42029";"2026-07-11 13:38:17"
"396";"396_M14_41_TESTES_DE_CONTRATO_INTRODUCAO_OFICIAL.md";"# 396 - M14.41 - Testes de contrato introdução";"Testes de contrato introdução";"43159";"2026-07-11 13:42:57"
"397";"397_M14_42_OBSERVABILIDADE_INICIAL_COM_ACTUATOR_OFICIAL.md";"# 397 - M14.42 - Observabilidade inicial com Actuator";"Observabilidade inicial com Actuator";"40018";"2026-07-11 13:55:06"
"398";"398_M14_43_HEALTH_READINESS_LIVENESS_OFICIAL.md";"# 398 - M14.43 - Health readiness liveness";"Health readiness liveness";"42647";"2026-07-12 15:15:27"
"399";"399_M14_44_DOCKERIZANDO_API_SPRING_OFICIAL.md";"# 399 - M14.44 - Dockerizando API Spring";"Dockerizando API Spring";"43120";"2026-07-11 14:09:14"
"400";"400_M14_45_COMPOSE_API_POSTGRESQL_REDIS_OFICIAL.md";"# 400 - M14.45 - Compose API PostgreSQL Redis";"Compose API PostgreSQL Redis";"43083";"2026-07-11 14:14:44"
"401";"401_M14_46_COLECAO_POSTMAN_INSOMNIA_PROFISSIONAL_OFICIAL.md";"# 401 - M14.46 - Coleção Postman/Insomnia profissional";"Coleção Postman/Insomnia profissional";"43307";"2026-07-11 14:20:18"
"402";"402_M14_47_DOCUMENTACAO_TECNICA_DA_API_OFICIAL.md";"# 402 - M14.47 - Documentação técnica da API";"Documentação técnica da API";"37480";"2026-07-11 14:23:04"
"403";"403_M14_48_ERROS_COMUNS_EM_API_REST_OFICIAL.md";"# 403 - M14.48 - Erros comuns em API REST";"Erros comuns em API REST";"34838";"2026-07-11 14:25:51"
"404";"404_M14_49_CHECKLIST_DE_PRODUCAO_INICIAL_OFICIAL.md";"# 404 - M14.49 - Checklist de produção inicial";"Checklist de produção inicial";"41194";"2026-07-11 14:30:00"
"405";"405_M14_50_PROJETO_API_OS_PARTE_1_DOMINIO_E_CRUD_OFICIAL.md";"# 405 - M14.50 - Projeto API OS parte 1 dominio e CRUD";"Projeto API OS parte 1 dominio e CRUD";"52972";"2026-07-11 14:35:41"
"406";"406_M14_51_PROJETO_API_OS_PARTE_2_VALIDACOES_E_ERROS_OFICIAL.md";"# 406 - M14.51 - Projeto API OS parte 2 validacoes e erros";"Projeto API OS parte 2 validacoes e erros";"47051";"2026-07-11 14:39:15"
"407";"407_M14_52_PROJETO_API_OS_PARTE_3_PERSISTENCIA_E_FILTROS_OFICIAL.md";"# 407 - M14.52 - Projeto API OS parte 3 persistencia e filtros";"Projeto API OS parte 3 persistencia e filtros";"50149";"2026-07-11 14:43:29"
"408";"408_M14_53_PROJETO_API_OS_PARTE_4_TESTES_E_DOCUMENTACAO_OFICIAL.md";"# 408 - M14.53 - Projeto API OS parte 4 testes e documentacao";"Projeto API OS parte 4 testes e documentacao";"42973";"2026-07-11 14:49:13"
"409";"409_M14_54_REVISAO_TECNICA_SPRING_BOOT_APIS_OFICIAL.md";"# 409 - M14.54 - Revisao tecnica Spring Boot APIs";"Revisao tecnica Spring Boot APIs";"38849";"2026-07-11 14:52:30"
"410";"410_M14_55_FECHAMENTO_DO_MODULO_14_SPRING_BOOT_OFICIAL.md";"# 410 - M14.55 - Fechamento do Modulo 14 Spring Boot";"Fechamento do Modulo 14 Spring Boot";"35417";"2026-07-11 14:55:43"
"411";"411_M15_01_FUNDAMENTOS_SEGURANCA_WEB_OFICIAL.md";"# 411 - M15.01 - Fundamentos seguranca web";"Fundamentos seguranca web";"40427";"2026-07-11 15:55:28"
"412";"412_M15_02_THREAT_MODELING_INICIAL_OFICIAL.md";"# 412 - M15.02 - Threat modeling inicial";"Threat modeling inicial";"35989";"2026-07-11 15:58:57"
"413";"413_M15_03_OWASP_TOP_10_APLICADO_OFICIAL.md";"# 413 - M15.03 - OWASP Top 10 aplicado";"OWASP Top 10 aplicado";"40493";"2026-07-11 16:03:53"
"414";"414_M15_04_CORS_PROFUNDO_OFICIAL.md";"# 414 - M15.04 - CORS profundo";"CORS profundo";"50663";"2026-07-11 16:09:59"
"415";"415_M15_05_CSRF_QUANDO_IMPORTA_EM_APIS_OFICIAL.md";"# 415 - M15.05 - CSRF quando importa em APIs";"CSRF quando importa em APIs";"41506";"2026-07-11 16:14:47"
"416";"416_M15_06_SECURITY_HEADERS_OFICIAL.md";"# 416 - M15.06 - Security headers";"Security headers";"51657";"2026-07-11 16:24:29"
"417";"417_M15_07_HASH_DE_SENHA_BCRYPT_ARGON2_CONCEITUAL_OFICIAL.md";"# 417 - M15.07 - Hash de senha BCrypt Argon2 conceitual";"Hash de senha BCrypt Argon2 conceitual";"39103";"2026-07-11 17:06:35"
"418";"418_M15_08_SPRING_SECURITY_ARQUITETURA_OFICIAL.md";"# 418 - M15.08 - Spring Security arquitetura";"Spring Security arquitetura";"50992";"2026-07-11 17:12:53"
"419";"419_M15_09_SECURITYFILTERCHAIN_OFICIAL.md";"# 419 - M15.09 - SecurityFilterChain";"SecurityFilterChain";"56845";"2026-07-11 17:18:33"
"420";"420_M15_10_LOGIN_BASICO_USUARIO_EM_MEMORIA_OFICIAL.md";"# 420 - M15.10 - Login basico usuario em memoria";"Login basico usuario em memoria";"52486";"2026-07-11 17:28:01"
"421";"421_M15_11_AUTENTICACAO_COM_BANCO_OFICIAL.md";"# 421 - M15.11 - Autenticacao com banco";"Autenticacao com banco";"54481";"2026-07-11 17:36:27"
"422";"422_M15_12_JWT_CONCEITOS_HEADER_PAYLOAD_SIGNATURE_OFICIAL.md";"# 422 - M15.12 - JWT conceitos header payload signature";"JWT conceitos header payload signature";"45490";"2026-07-11 17:48:12"
"423";"423_M15_13_JWT_IMPLEMENTACAO_LOGIN_OFICIAL.md";"# 423 - M15.13 - JWT implementacao login";"JWT implementacao login";"56336";"2026-07-11 17:54:15"
"424";"424_M15_14_VALIDACAO_DE_TOKEN_E_FILTROS_OFICIAL.md";"# 424 - M15.14 - Validacao de token e filtros";"Validacao de token e filtros";"47240";"2026-07-11 18:14:51"
"425";"425_M15_15_REFRESH_TOKEN_OFICIAL.md";"# 425 - M15.15 - Refresh token";"Refresh token";"46871";"2026-07-11 18:22:39"
"426";"426_M15_16_ROLES_AUTHORITIES_E_PERMISSOES_OFICIAL.md";"# 426 - M15.16 - Roles authorities e permissoes";"Roles authorities e permissoes";"45676";"2026-07-11 18:26:24"
"427";"427_M15_17_METHOD_SECURITY_OFICIAL.md";"# 427 - M15.17 - Method Security";"Method Security";"41213";"2026-07-11 18:49:04"
"428";"428_M15_18_AUTORIZACAO_POR_REGRA_DE_NEGOCIO_OFICIAL.md";"# 428 - M15.18 - Autorizacao por regra de negocio";"Autorizacao por regra de negocio";"49555";"2026-07-11 18:55:46"
"429";"429_M15_19_ERROS_DE_AUTENTICACAO_E_AUTORIZACAO_OFICIAL.md";"# 429 - M15.19 - Erros de autenticacao e autorizacao";"Erros de autenticacao e autorizacao";"48174";"2026-07-11 19:03:34"
"430";"430_M15_20_AUDITORIA_DE_ACOES_SENSIVEIS_OFICIAL.md";"# 430 - M15.20 - Auditoria de acoes sensiveis";"Auditoria de acoes sensiveis";"50466";"2026-07-11 19:12:08"
"431";"431_M15_21_SECRETS_MANAGEMENT_OFICIAL.md";"# 431 - M15.21 - Secrets management";"Secrets management";"44590";"2026-07-11 19:18:06"
"432";"432_M15_22_OAUTH2_FUNDAMENTOS_OFICIAL.md";"# 432 - M15.22 - OAuth2 fundamentos";"OAuth2 fundamentos";"43281";"2026-07-11 19:24:30"
"433";"433_M15_23_OPENID_CONNECT_OFICIAL.md";"# 433 - M15.23 - OpenID Connect";"OpenID Connect";"40437";"2026-07-11 19:29:48"
"434";"434_M15_24_PKCE_OFICIAL.md";"# 434 - M15.24 - PKCE";"PKCE";"43477";"2026-07-11 19:34:30"
"435";"435_M15_25_KEYCLOAK_AMBIENTE_LOCAL_OFICIAL.md";"# 435 - M15.25 - Keycloak ambiente local";"Keycloak ambiente local";"43480";"2026-07-11 19:41:25"
"436";"436_M15_26_LOGIN_COM_KEYCLOAK_OFICIAL.md";"# 436 - M15.26 - Login com Keycloak";"Login com Keycloak";"47829";"2026-07-11 19:48:09"
"437";"437_M15_27_MULTI_TENANCY_SEGURANCA_OFICIAL.md";"# 437 - M15.27 - Multi tenancy seguranca";"Multi tenancy seguranca";"47019";"2026-07-11 19:59:58"
"438";"438_M15_28_LGPD_PARA_BACKEND_OFICIAL.md";"# 438 - M15.28 - LGPD para backend";"LGPD para backend";"48890";"2026-07-11 20:23:53"
"439";"439_M15_29_RATE_LIMITING_SEGURANCA_OFICIAL.md";"# 439 - M15.29 - Rate limiting seguranca";"Rate limiting seguranca";"48055";"2026-07-11 20:29:59"
"440";"440_M15_30_PROTECAO_CONTRA_MASS_ASSIGNMENT_OFICIAL.md";"# 440 - M15.30 - Protecao contra mass assignment";"Protecao contra mass assignment";"45304";"2026-07-11 20:36:14"
"441";"441_M15_31_SEGURANCA_EM_DTOS_E_LOGS_OFICIAL.md";"# 441 - M15.31 - Seguranca em DTOs e logs";"Seguranca em DTOs e logs";"45666";"2026-07-11 20:52:58"
"442";"442_M15_32_VULNERABILIDADES_EM_DEPENDENCIAS_OFICIAL.md";"# 442 - M15.32 - Vulnerabilidades em dependencias";"Vulnerabilidades em dependencias";"42729";"2026-07-11 21:07:17"
"443";"443_M15_33_TESTES_DE_SEGURANCA_OFICIAL.md";"# 443 - M15.33 - Testes de seguranca";"Testes de seguranca";"43846";"2026-07-11 22:16:31"
"444";"444_M15_34_TESTES_DE_AUTORIZACAO_OFICIAL.md";"# 444 - M15.34 - Testes de autorizacao";"Testes de autorizacao";"45881";"2026-07-11 22:26:27"
"445";"445_M15_35_HARDENING_DE_API_OFICIAL.md";"# 445 - M15.35 - Hardening de API";"Hardening de API";"47678";"2026-07-11 22:34:36"
"446";"446_M15_36_CHECKLIST_SEGURANCA_EM_PR_OFICIAL.md";"# 446 - M15.36 - Checklist seguranca em PR";"Checklist seguranca em PR";"41493";"2026-07-11 22:44:05"
"447";"447_M15_37_PROJETO_API_SEGURA_PARTE_1_OFICIAL.md";"# 447 - M15.37 - Projeto API segura parte 1";"Projeto API segura parte 1";"49498";"2026-07-11 22:57:49"
"448";"448_M15_38_PROJETO_API_SEGURA_PARTE_2_OFICIAL.md";"# 448 - M15.38 - Projeto API segura parte 2";"Projeto API segura parte 2";"45584";"2026-07-11 23:12:52"
"449";"449_M15_39_PROJETO_API_SEGURA_PARTE_3_OFICIAL.md";"# 449 - M15.39 - Projeto API segura parte 3";"Projeto API segura parte 3";"42864";"2026-07-11 23:21:22"
"450";"450_M15_40_REVISAO_SEGURANCA_PARTE_1_OFICIAL.md";"# 450 - M15.40 - Revisao seguranca parte 1";"Revisao seguranca parte 1";"37304";"2026-07-11 23:25:22"
"451";"451_M15_41_REVISAO_SEGURANCA_PARTE_2_OFICIAL.md";"# 451 - M15.41 - Revisao seguranca parte 2";"Revisao seguranca parte 2";"40744";"2026-07-11 23:29:05"
"452";"452_M15_42_PROVA_PRATICA_SEGURANCA_OFICIAL.md";"# 452 - M15.42 - Prova pratica seguranca";"Prova pratica seguranca";"38673";"2026-07-11 23:44:53"
"453";"453_M15_43_REFATORACAO_FINAL_SEGURANCA_OFICIAL.md";"# 453 - M15.43 - Refatoracao final seguranca";"Refatoracao final seguranca";"46049";"2026-07-11 23:55:04"
"454";"454_M15_44_AULA_ENSINAVEL_SEGURANCA_OFICIAL.md";"# 454 - M15.44 - Aula ensinavel seguranca";"Aula ensinavel seguranca";"39461";"2026-07-12 00:00:47"
"455";"455_M15_45_FECHAMENTO_DO_MODULO_15_OFICIAL.md";"# 455 - M15.45 - Fechamento do Modulo 15";"Fechamento do Modulo 15";"37491";"2026-07-12 00:11:33"
"456";"456_M16_01_INTEGRACOES_HTTP_ENTRE_SISTEMAS_OFICIAL.md";"# 456 - M16.01 - Integracoes HTTP entre sistemas";"Integracoes HTTP entre sistemas";"43645";"2026-07-12 00:22:22"
"457";"457_M16_02_RESTCLIENT_OFICIAL.md";"# 457 - M16.02 - RestClient";"RestClient";"49667";"2026-07-12 00:33:41"
"458";"458_M16_03_WEBCLIENT_OFICIAL.md";"# 458 - M16.03 - WebClient";"WebClient";"52378";"2026-07-12 00:44:52"
"459";"459_M16_04_TIMEOUTS_OFICIAL.md";"# 459 - M16.04 - Timeouts";"Timeouts";"45116";"2026-07-12 00:49:12"
"460";"460_M16_05_RETRY_COM_BACKOFF_OFICIAL.md";"# 460 - M16.05 - Retry com backoff";"Retry com backoff";"46277";"2026-07-12 00:54:16"
"461";"461_M16_06_CIRCUIT_BREAKER_OFICIAL.md";"# 461 - M16.06 - Circuit breaker";"Circuit breaker";"47562";"2026-07-12 00:59:28"
"462";"462_M16_07_BULKHEAD_E_ISOLAMENTO_OFICIAL.md";"# 462 - M16.07 - Bulkhead e isolamento";"Bulkhead e isolamento";"46444";"2026-07-12 01:04:51"
"463";"463_M16_08_FALLBACK_OFICIAL.md";"# 463 - M16.08 - Fallback";"Fallback";"49715";"2026-07-12 01:17:47"
"464";"464_M16_09_IDEMPOTENCIA_EM_APIS_OFICIAL.md";"# 464 - M16.09 - Idempotencia em APIs";"Idempotencia em APIs";"39663";"2026-07-12 01:37:19"
"465";"465_M16_10_WEBHOOKS_OFICIAL.md";"# 465 - M16.10 - Webhooks";"Webhooks";"42926";"2026-07-12 06:18:07"
"466";"466_M16_11_SOAP_CONCEITUAL_OFICIAL.md";"# 466 - M16.11 - SOAP conceitual";"SOAP conceitual";"40823";"2026-07-12 06:26:37"
"467";"467_M16_12_XML_OFICIAL.md";"# 467 - M16.12 - XML";"XML";"45659";"2026-07-12 11:06:18"
"468";"468_M16_13_CSV_E_ARQUIVOS_DE_INTEGRACAO_OFICIAL.md";"# 468 - M16.13 - CSV e arquivos de integracao";"CSV e arquivos de integracao";"46774";"2026-07-12 11:27:49"
"469";"469_M16_14_SFTP_OFICIAL.md";"# 469 - M16.14 - SFTP";"SFTP";"45017";"2026-07-12 12:04:10"
"470";"470_M16_15_JOBS_BATCH_OFICIAL.md";"# 470 - M16.15 - Jobs batch";"Jobs batch";"48055";"2026-07-12 12:03:43"
"471";"471_M16_16_UPLOAD_DOWNLOAD_EM_INTEGRACOES_OFICIAL.md";"# 471 - M16.16 - Upload download em integracoes";"Upload download em integracoes";"47941";"2026-07-12 12:19:06"
"472";"472_M16_17_CONTRATOS_DE_INTEGRACAO_OFICIAL.md";"# 472 - M16.17 - Contratos de integracao";"Contratos de integracao";"44814";"2026-07-12 13:08:02"
"473";"473_M16_18_WIREMOCK_APLICADO_OFICIAL.md";"# 473 - M16.18 - WireMock aplicado";"WireMock aplicado";"45719";"2026-07-12 13:25:57"
"474";"474_M16_19_TESTES_DE_CONTRATO_OFICIAL.md";"# 474 - M16.19 - Testes de contrato";"Testes de contrato";"45622";"2026-07-12 13:52:21"
"475";"475_M16_20_RABBITMQ_FUNDAMENTOS_OFICIAL.md";"# 475 - M16.20 - RabbitMQ fundamentos";"RabbitMQ fundamentos";"49362";"2026-07-12 14:54:08"
"476";"476_M16_21_EXCHANGES_QUEUES_BINDINGS_OFICIAL.md";"# 476 - M16.21 - Exchanges queues bindings";"Exchanges queues bindings";"49573";"2026-07-12 15:08:03"
"477";"477_M16_22_PRODUCERS_CONSUMERS_OFICIAL.md";"# 477 - M16.22 - Producers consumers";"Producers consumers";"48097";"2026-07-12 15:20:14"
"478";"478_M16_23_RETRY_E_DLQ_RABBITMQ_OFICIAL.md";"# 478 - M16.23 - Retry e DLQ RabbitMQ";"Retry e DLQ RabbitMQ";"46617";"2026-07-12 15:25:14"
"479";"479_M16_24_KAFKA_FUNDAMENTOS_OFICIAL.md";"# 479 - M16.24 - Kafka fundamentos";"Kafka fundamentos";"38594";"2026-07-12 15:30:00"
"480";"480_M16_25_TOPICS_PARTITIONS_OFFSETS_OFICIAL.md";"# 480 - M16.25 - Topics partitions offsets";"Topics partitions offsets";"40165";"2026-07-12 15:33:27"
"481";"481_M16_26_CONSUMERS_PRODUCERS_KAFKA_OFICIAL.md";"# 481 - M16.26 - Consumers producers Kafka";"Consumers producers Kafka";"55250";"2026-07-12 15:38:21"
"482";"482_M16_27_RABBITMQ_VS_KAFKA_OFICIAL.md";"# 482 - M16.27 - RabbitMQ vs Kafka";"RabbitMQ vs Kafka";"37855";"2026-07-12 15:41:02"
"483";"483_M16_28_EVENTOS_DE_DOMINIO_OFICIAL.md";"# 483 - M16.28 - Eventos de domínio";"Eventos de domínio";"42752";"2026-07-12 15:43:39"
"484";"484_M16_29_SCHEMA_EVOLUTION_OFICIAL.md";"# 484 - M16.29 - Schema evolution";"Schema evolution";"39885";"2026-07-12 15:47:03"
"485";"485_M16_30_SCHEMA_REGISTRY_CONCEITUAL_OFICIAL.md";"# 485 - M16.30 - Schema Registry conceitual";"Schema Registry conceitual";"40002";"2026-07-12 15:50:56"
"486";"486_M16_31_POISON_MESSAGE_OFICIAL.md";"# 486 - M16.31 - Poison message";"Poison message";"50616";"2026-07-12 15:57:02"
"487";"487_M16_32_DEDUPLICACAO_OFICIAL.md";"# 487 - M16.32 - Deduplicação";"Deduplicação";"44520";"2026-07-12 16:02:15"
"488";"488_M16_33_OUTBOX_PATTERN_OFICIAL.md";"# 488 - M16.33 - Outbox Pattern";"Outbox Pattern";"48330";"2026-07-12 16:08:32"
"489";"489_M16_34_INBOX_PATTERN_OFICIAL.md";"# 489 - M16.34 - Inbox Pattern";"Inbox Pattern";"45602";"2026-07-12 16:13:03"
"490";"490_M16_35_SAGA_CONCEITUAL_OFICIAL.md";"# 490 - M16.35 - Saga conceitual";"Saga conceitual";"43087";"2026-07-12 16:17:06"
"491";"491_M16_36_CDC_CONCEITUAL_OFICIAL.md";"# 491 - M16.36 - CDC conceitual";"CDC conceitual";"40598";"2026-07-12 16:26:38"
"492";"492_M16_37_REPROCESSAMENTO_SEGURO_OFICIAL.md";"# 492 - M16.37 - Reprocessamento seguro";"Reprocessamento seguro";"44147";"2026-07-12 16:30:20"
"493";"493_M16_38_LOGS_DE_CORRELACAO_EM_INTEGRACOES_OFICIAL.md";"# 493 - M16.38 - Logs de correlacao em integracoes";"Logs de correlacao em integracoes";"52476";"2026-07-12 16:35:50"
"494";"494_M16_39_MONITORAMENTO_DE_INTEGRACOES_OFICIAL.md";"# 494 - M16.39 - Monitoramento de integracoes";"Monitoramento de integracoes";"50555";"2026-07-12 16:45:43"
"495";"495_M16_40_MICROSSERVICOS_VS_MONOLITO_MODULAR_OFICIAL.md";"# 495 - M16.40 - Microsservicos vs monolito modular";"Microsservicos vs monolito modular";"44246";"2026-07-12 16:55:35"
"496";"496_M16_41_PROJETO_MENSAGERIA_OS_PARTE_1_OFICIAL.md";"# 496 - M16.41 - Projeto mensageria OS parte 1";"Projeto mensageria OS parte 1";"45046";"2026-07-12 16:59:23"
"497";"497_M16_42_PROJETO_MENSAGERIA_OS_PARTE_2_OFICIAL.md";"# 497 - M16.42 - Projeto mensageria OS parte 2";"Projeto mensageria OS parte 2";"54928";"2026-07-12 17:08:35"
"498";"498_M16_43_PROJETO_MENSAGERIA_OS_PARTE_3_OFICIAL.md";"# 498 - M16.43 - Projeto mensageria OS parte 3";"Projeto mensageria OS parte 3";"50751";"2026-07-12 17:19:57"
"499";"499_M16_44_PROJETO_INTEGRACAO_API_EXTERNA_FAKE_OFICIAL.md";"# 499 - M16.44 - Projeto integracao API externa fake";"Projeto integracao API externa fake";"51113";"2026-07-12 17:24:41"
"500";"500_M16_45_REVISAO_INTEGRACOES_PARTE_1_OFICIAL.md";"# 500 - M16.45 - Revisao integracoes parte 1";"Revisao integracoes parte 1";"37252";"2026-07-12 17:28:14"
"501";"501_M16_46_REVISAO_INTEGRACOES_PARTE_2_OFICIAL.md";"# 501 - M16.46 - Revisao integracoes parte 2";"Revisao integracoes parte 2";"42223";"2026-07-12 17:38:09"
"502";"502_M16_47_PROVA_PRATICA_INTEGRACOES_OFICIAL.md";"# 502 - M16.47 - Prova pratica integracoes";"Prova pratica integracoes";"36032";"2026-07-12 17:50:04"
"503";"503_M16_48_REFATORACAO_FINAL_INTEGRACOES_OFICIAL.md";"# 503 - M16.48 - Refatoracao final integracoes";"Refatoracao final integracoes";"44029";"2026-07-12 17:53:33"
"504";"504_M16_49_AULA_ENSINAVEL_INTEGRACOES_OFICIAL.md";"# 504 - M16.49 - Aula ensinavel integracoes";"Aula ensinavel integracoes";"34678";"2026-07-12 17:57:37"
"505";"505_M16_50_FECHAMENTO_DO_MODULO_16_OFICIAL.md";"# 505 - M16.50 - Fechamento do Modulo 16";"Fechamento do Modulo 16";"35568";"2026-07-12 18:00:57"
"506";"506_M17_01_DOCKER_REVISAO_PARA_SPRING_BOOT_OFICIAL.md";"# 506 - M17.01 - Docker revisao para Spring Boot";"Docker revisao para Spring Boot";"34467";"2026-07-12 18:04:49"
"507";"507_M17_02_DOCKERFILE_MULTI_STAGE_AVANCADO_OFICIAL.md";"# 507 - M17.02 - Dockerfile multi stage avancado";"Dockerfile multi stage avancado";"36255";"2026-07-12 18:07:55"
"508";"508_M17_03_IMAGEM_SEGURA_E_USUARIO_NAO_ROOT_OFICIAL.md";"# 508 - M17.03 - Imagem segura e usuario nao root";"Imagem segura e usuario nao root";"38722";"2026-07-12 18:12:06"
"509";"509_M17_04_DOCKER_COMPOSE_PARA_API_COMPLETA_OFICIAL.md";"# 509 - M17.04 - Docker Compose para API completa";"Docker Compose para API completa";"40520";"2026-07-12 18:20:15"
"510";"510_M17_05_VARIAVEIS_SECRETS_E_CONFIGURACAO_OFICIAL.md";"# 510 - M17.05 - Variaveis secrets e configuracao";"Variaveis secrets e configuracao";"44484";"2026-07-12 18:23:29"
"511";"511_M17_06_HEALTHCHECK_EM_CONTAINERS_OFICIAL.md";"# 511 - M17.06 - Healthcheck em containers";"Healthcheck em containers";"43403";"2026-07-12 18:28:49"
"512";"512_M17_07_RELEASE_STRATEGY_FUNDAMENTOS_OFICIAL.md";"# 512 - M17.07 - Release strategy fundamentos";"Release strategy fundamentos";"37358";"2026-07-12 18:31:33"
"513";"513_M17_08_FEATURE_FLAGS_OFICIAL.md";"# 513 - M17.08 - Feature flags";"Feature flags";"41436";"2026-07-12 18:35:12"
"514";"514_M17_09_BLUE_GREEN_DEPLOYMENT_OFICIAL.md";"# 514 - M17.09 - Blue green deployment";"Blue green deployment";"42417";"2026-07-12 18:50:40"
"515";"515_M17_10_CANARY_DEPLOYMENT_OFICIAL.md";"# 515 - M17.10 - Canary deployment";"Canary deployment";"41924";"2026-07-12 18:56:06"
"516";"516_M17_11_ROLLBACK_SEGURO_OFICIAL.md";"# 516 - M17.11 - Rollback seguro";"Rollback seguro";"38014";"2026-07-12 18:59:49"
